heure;latitude;longitude;magnitude;ville;type
2018-01-29T13:57:07.002000+00:00;48.299;8.797;1.5;Balingen;quarry blast
2018-01-29T13:26:40.915000+00:00;48.582;6.774;2.0;Lunéville;quarry blast
2018-01-29T12:58:29.299000+00:00;44.977;6.631;1.7;Briançon;earthquake
2018-01-29T12:46:23.270000+00:00;44.337;8.508;1.3;Savona;quarry blast
2018-01-29T12:18:40.929000+00:00;53.689;-35.042;4.9;Reykjavík;None
2018-01-29T11:54:02.498000+00:00;47.982;9.01;1.7;Tuttlingen;quarry blast
2018-01-29T11:42:57.182000+00:00;49.127;8.985;2.0;Eppingen;quarry blast
2018-01-29T11:26:21.920000+00:00;45.424;6.336;1.8;Saint-Jean-de-Maurienne;earthquake
2018-01-29T11:07:16.180000+00:00;43.405;6.379;1.8;Draguignan;quarry blast
2018-01-29T11:03:56.046000+00:00;45.003;4.812;1.8;Valence;quarry blast
2018-01-29T10:28:46.021000+00:00;43.982;6.599;1.4;Grasse;earthquake
2018-01-29T09:20:06.144000+00:00;42.568;2.704;1.5;Ceret;quarry blast
2018-01-29T08:52:55.688000+00:00;45.683;7.646;1.5;Aosta;earthquake
2018-01-29T08:50:30.552000+00:00;48.404;8.673;1.6;Horb am Neckar;quarry blast
2018-01-29T08:24:55.290000+00:00;47.185;7.184;1.7;Biel;quarry blast
2018-01-29T07:27:18.857000+00:00;42.358;1.325;1.8;Andorra la Vella;earthquake
2018-01-29T06:22:04.060000+00:00;45.058;3.241;2.1;Le Puy-en-Velay;earthquake
2018-01-29T05:49:50.019000+00:00;7.295;-79.398;4.6;Chitré;None
2018-01-29T01:15:08.059000+00:00;44.101;6.862;1.6;Vence;earthquake
2018-01-28T23:53:04.125000+00:00;-31.523;-68.955;5.6;Mendoza;None
2018-01-28T22:55:19.057000+00:00;45.871;7.025;1.4;Aosta;earthquake
2018-01-28T22:46:31.053000+00:00;43.731;-126.086;4.6;Coos Bay;None
2018-01-28T22:33:07.856000+00:00;50.683;6.239;2.5;Aachen;earthquake
2018-01-28T18:37:30.331000+00:00;43.971;7.593;1.4;San Remo;earthquake
2018-01-28T16:03:06.375000+00:00;-53.023;9.607;5.7;Cape Town;None
2018-01-28T13:27:25.596000+00:00;45.197;5.644;2.0;Grenoble;earthquake
2018-01-28T11:26:17.007000+00:00;45.606;6.719;1.7;Albertville;earthquake
2018-01-28T11:01:45.507000+00:00;50.067;7.876;2.5;Bingen am Rhein;earthquake
2018-01-28T10:39:36.292000+00:00;44.326;7.186;1.1;Cuneo;earthquake
2018-01-28T10:11:18.740000+00:00;-28.444;-69.317;5.5;La Rioja;None
2018-01-28T02:43:23.855000+00:00;55.868;165.821;4.8;Petropavlovsk-Kamchatskiy;None
2018-01-28T02:18:10.941000+00:00;9.059;126.345;5.2;Tandag;None
2018-01-28T00:11:31.417000+00:00;52.688;-168.757;5.4;Kalifornsky;None
2018-01-28T00:08:55.752000+00:00;55.739;166.323;5.0;Petropavlovsk-Kamchatskiy;None
2018-01-27T23:59:26.344000+00:00;44.549;6.837;0.9;Briançon;earthquake
2018-01-27T23:51:23.097000+00:00;55.731;166.297;4.9;Petropavlovsk-Kamchatskiy;None
2018-01-27T22:09:48.369000+00:00;41.101;-1.119;2.8;Calatayud;earthquake
2018-01-27T21:55:46.765000+00:00;45.433;6.318;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-27T21:45:14.517000+00:00;7.262;-79.88;5.0;Chitré;None
2018-01-27T21:32:59.235000+00:00;45.425;6.348;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-27T19:43:29.996000+00:00;40.545;141.539;5.5;Aomori-shi;None
2018-01-27T18:27:28.488000+00:00;45.454;6.274;1.1;Saint-Jean-de-Maurienne;earthquake
2018-01-27T17:52:08.212000+00:00;45.411;6.35;1.7;Saint-Jean-de-Maurienne;earthquake
2018-01-27T14:40:42.030000+00:00;16.462;-84.566;4.5;Tocoa;None
2018-01-27T11:07:45.630000+00:00;43.067;-1.068;1.8;Oloron-Sainte-Marie;earthquake
2018-01-27T10:59:11.536000+00:00;50.35;7.396;2.3;Andernach;earthquake
2018-01-27T09:32:42.087000+00:00;46.345;8.145;1.9;Domodossola;earthquake
2018-01-27T09:24:33.061000+00:00;47.492;7.71;1.8;Muttenz;earthquake
2018-01-27T08:56:10.543000+00:00;45.612;6.279;1.6;Albertville;earthquake
2018-01-27T07:01:51.017000+00:00;44.988;6.534;0.9;Briançon;earthquake
2018-01-27T06:26:27.681000+00:00;44.999;6.544;1.4;Briançon;earthquake
2018-01-27T05:00:27.567000+00:00;45.419;6.385;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-27T02:45:37.043000+00:00;45.442;6.338;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-27T02:34:54.863000+00:00;55.62;166.291;4.8;Petropavlovsk-Kamchatskiy;None
2018-01-27T02:24:04.453000+00:00;-3.573;144.908;4.9;Lae;None
2018-01-27T02:22:52.805000+00:00;44.346;6.848;1.2;Borgo San Dalmazzo;earthquake
2018-01-27T01:32:46.163000+00:00;45.569;6.854;1.8;Bourg-Saint-Maurice;earthquake
2018-01-27T00:07:29.833000+00:00;45.458;6.269;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-26T23:13:08.085000+00:00;45.382;6.407;1.1;Saint-Jean-de-Maurienne;earthquake
2018-01-26T23:01:19.948000+00:00;45.429;6.302;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-26T22:48:00.114000+00:00;-3.482;145.473;5.7;Lae;None
2018-01-26T21:36:03.132000+00:00;43.771;7.753;1.6;San Remo;earthquake
2018-01-26T20:41:03.438000+00:00;42.401;1.383;2.0;Andorra la Vella;earthquake
2018-01-26T20:39:26.626000+00:00;45.436;6.288;1.8;Saint-Jean-de-Maurienne;earthquake
2018-01-26T20:26:07.159000+00:00;44.597;6.963;1.3;Luserna San Giovanni;earthquake
2018-01-26T20:17:35.335000+00:00;33.584;45.481;4.5;Baghdad;None
2018-01-26T17:39:35.789000+00:00;44.873;7.156;1.4;Pinerolo;earthquake
2018-01-26T16:40:27.511000+00:00;44.463;6.63;0.4;Gap;earthquake
2018-01-26T16:32:47.625000+00:00;44.459;6.67;0.9;Gap;earthquake
2018-01-26T16:31:36.033000+00:00;23.289;120.712;4.4;Kaohsiung;None
2018-01-26T15:32:41.396000+00:00;44.455;6.668;1.0;Gap;earthquake
2018-01-26T15:28:09.475000+00:00;44.473;6.688;1.7;Gap;earthquake
2018-01-26T15:04:40.634000+00:00;48.665;9.968;2.2;Heidenheim an der Brenz;quarry blast
2018-01-26T14:36:58.433000+00:00;43.593;6.286;2.2;Draguignan;quarry blast
2018-01-26T13:39:49.343000+00:00;45.442;6.285;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-26T11:53:55.913000+00:00;47.426;-0.512;3.1;Angers;earthquake
2018-01-26T10:51:12.802000+00:00;48.414;6.865;1.9;Saint-Dié-des-Vosges;quarry blast
2018-01-26T10:43:51.077000+00:00;-0.372;126.131;5.4;Manado;None
2018-01-26T09:41:12.914000+00:00;45.464;6.248;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-26T09:37:19.800000+00:00;43.834;7.385;1.7;Monaco;quarry blast
2018-01-26T08:58:07.221000+00:00;45.209;1.627;2.4;Brive-la-Gaillarde;quarry blast
2018-01-26T07:30:03.146000+00:00;50.108;7.876;2.4;Bingen am Rhein;earthquake
2018-01-26T07:28:35.972000+00:00;16.318;-47.22;4.8;Bridgetown;None
2018-01-26T07:11:42.477000+00:00;44.469;6.695;1.2;Gap;earthquake
2018-01-26T04:54:21.231000+00:00;46.545;6.93;2.5;Le Châtelard;earthquake
2018-01-26T04:46:47.273000+00:00;46.531;6.887;2.2;Le Châtelard;earthquake
2018-01-26T04:02:26.388000+00:00;44.827;6.572;1.1;Gap;earthquake
2018-01-26T02:30:23.012000+00:00;44.456;6.69;1.3;Gap;earthquake
2018-01-26T01:09:26.714000+00:00;56.141;-149.206;5.4;Anchorage;None
2018-01-26T00:39:33.288000+00:00;45.935;7.139;1.7;Aosta;earthquake
2018-01-25T23:55:17.095000+00:00;55.973;-149.642;4.8;Anchorage;None
2018-01-25T23:06:40.005000+00:00;45.418;6.356;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-25T19:09:26.986000+00:00;46.251;7.627;2.2;Sion;earthquake
2018-01-25T17:24:37.131000+00:00;40.515;-126.557;5.0;Eureka;None
2018-01-25T16:39:46.077000+00:00;40.509;-126.135;5.3;Eureka;None
2018-01-25T15:37:29.329000+00:00;47.635;7.257;1.8;Mulhouse;quarry blast
2018-01-25T13:39:40.949000+00:00;46.529;6.944;2.3;Le Châtelard;earthquake
2018-01-25T13:37:18.057000+00:00;46.193;7.013;1.8;Monthey;quarry blast
2018-01-25T13:04:48.081000+00:00;45.457;6.234;1.1;Saint-Jean-de-Maurienne;earthquake
2018-01-25T12:00:28.077000+00:00;45.419;6.327;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-25T11:54:04.402000+00:00;45.412;6.337;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-25T11:53:53.546000+00:00;-18.463;-69.131;4.7;Tacna;None
2018-01-25T11:23:22.480000+00:00;50.058;7.892;2.5;Bingen am Rhein;earthquake
2018-01-25T11:16:38.855000+00:00;41.703;2.482;2.4;Mataró;quarry blast
2018-01-25T11:08:41.684000+00:00;43.393;6.155;1.9;Brignoles;quarry blast
2018-01-25T11:00:14.109000+00:00;46.052;2.904;2.1;Riom;quarry blast
2018-01-25T10:58:49.281000+00:00;44.574;6.805;0.8;Briançon;earthquake
2018-01-25T10:57:37.392000+00:00;48.422;6.896;1.7;Saint-Dié-des-Vosges;quarry blast
2018-01-25T10:51:23.083000+00:00;47.634;8.087;1.3;Waldshut-Tiengen;quarry blast
2018-01-25T10:51:19.301000+00:00;43.555;6.298;2.1;Draguignan;quarry blast
2018-01-25T10:44:27.744000+00:00;47.537;8.175;1.9;Brugg;quarry blast
2018-01-25T09:59:49.383000+00:00;46.328;2.91;2.2;Montluçon;quarry blast
2018-01-25T09:01:59.751000+00:00;44.396;7.427;1.2;Cuneo;quarry blast
2018-01-25T08:26:23.366000+00:00;44.302;7.447;1.3;Cuneo;quarry blast
2018-01-25T07:55:22.961000+00:00;43.041;5.912;2.4;Toulon;explosion
2018-01-25T07:45:16.008000+00:00;44.504;6.715;0.8;Gap;earthquake
2018-01-25T07:05:13.325000+00:00;43.002;-0.088;1.5;Tarbes;earthquake
2018-01-25T06:55:37.248000+00:00;46.108;6.622;1.7;Cluses;quarry blast
2018-01-25T06:32:36.045000+00:00;44.747;6.659;1.9;Gap;earthquake
2018-01-25T06:20:11.293000+00:00;44.738;6.645;1.9;Gap;earthquake
2018-01-25T03:48:33.395000+00:00;9.126;91.517;5.5;Banda Aceh;None
2018-01-25T03:02:22.798000+00:00;55.633;166.255;4.8;Petropavlovsk-Kamchatskiy;None
2018-01-25T02:27:58.452000+00:00;55.72;165.891;5.1;Petropavlovsk-Kamchatskiy;None
2018-01-25T02:10:35.780000+00:00;55.524;166.336;5.8;Petropavlovsk-Kamchatskiy;None
2018-01-25T02:09:15.376000+00:00;45.417;6.329;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-25T01:23:21.258000+00:00;46.299;7.411;2.2;Sion;earthquake
2018-01-25T01:15:59.218000+00:00;8.395;91.658;5.9;Banda Aceh;None
2018-01-24T23:33:33.252000+00:00;46.288;7.405;2.3;Sion;earthquake
2018-01-24T21:59:04.969000+00:00;56.933;-149.956;4.7;Anchorage;None
2018-01-24T21:19:14.439000+00:00;44.776;6.955;1.2;Briançon;earthquake
2018-01-24T20:56:56.413000+00:00;46.036;6.9;1.2;Sallanches;earthquake
2018-01-24T20:56:27.296000+00:00;44.551;6.816;0.7;Briançon;earthquake
2018-01-24T19:21:31.347000+00:00;22.789;93.972;4.7;Āīzawl;None
2018-01-24T18:57:24.915000+00:00;44.531;6.853;1.6;Briançon;earthquake
2018-01-24T18:55:27.919000+00:00;44.542;6.87;1.9;Briançon;earthquake
2018-01-24T17:51:18.044000+00:00;44.398;6.983;0.9;Borgo San Dalmazzo;earthquake
2018-01-24T17:41:53.179000+00:00;42.991;0.202;1.7;Tarbes;earthquake
2018-01-24T16:46:45.005000+00:00;55.962;-149.331;5.0;Anchorage;None
2018-01-24T16:39:31.263000+00:00;45.439;6.316;1.7;Saint-Jean-de-Maurienne;earthquake
2018-01-24T16:36:43.704000+00:00;45.452;6.276;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-24T16:31:17.982000+00:00;45.455;6.278;1.8;Saint-Jean-de-Maurienne;earthquake
2018-01-24T16:23:37.001000+00:00;48.299;-4.717;3.8;Brest;earthquake
2018-01-24T15:16:07.099000+00:00;45.45;6.28;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-24T14:10:34.027000+00:00;42.919;6.339;2.6;Hyères;explosion
2018-01-24T14:02:06.767000+00:00;47.348;6.42;2.3;Besançon;quarry blast
2018-01-24T11:32:40.123000+00:00;46.385;4.595;2.2;Mâcon;quarry blast
2018-01-24T11:22:57.748000+00:00;44.34;8.25;1.2;Savona;quarry blast
2018-01-24T11:08:57.674000+00:00;44.354;8.468;1.9;Savona;quarry blast
2018-01-24T11:06:45.542000+00:00;43.703;6.95;2.2;Grasse;quarry blast
2018-01-24T10:51:17.719000+00:00;41.241;142.214;6.2;Aomori-shi;None
2018-01-24T10:32:13.017000+00:00;45.448;6.274;1.1;Saint-Jean-de-Maurienne;earthquake
2018-01-24T10:14:08.194000+00:00;48.746;8.909;2.0;Sindelfingen;quarry blast
2018-01-24T10:05:08.343000+00:00;44.555;4.664;2.0;Montélimar;quarry blast
2018-01-24T09:57:27.742000+00:00;43.513;6.597;2.0;Fréjus;quarry blast
2018-01-24T09:32:54.267000+00:00;48.191;8.796;2.1;Balingen;quarry blast
2018-01-24T09:18:42.236000+00:00;43.802;5.885;2.0;Manosque;quarry blast
2018-01-24T09:18:20.403000+00:00;45.451;6.288;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-24T06:56:59.998000+00:00;1.911;96.572;5.2;Medan;None
2018-01-24T04:29:04.014000+00:00;42.136;-2.321;2.3;Logroño;earthquake
2018-01-24T02:24:33.703000+00:00;45.432;6.348;1.0;Saint-Jean-de-Maurienne;earthquake
2018-01-24T01:49:44.183000+00:00;42.889;-1.544;1.0;Pamplona;earthquake
2018-01-24T01:42:29.092000+00:00;45.439;6.353;1.7;Saint-Jean-de-Maurienne;earthquake
2018-01-24T00:54:44.868000+00:00;55.713;-149.506;5.0;Anchorage;None
2018-01-24T00:04:51.173000+00:00;56.55;-148.511;5.2;Anchorage;None
2018-01-23T23:21:24.418000+00:00;56.727;-147.987;5.1;Anchorage;None
2018-01-23T23:09:11.029000+00:00;-5.717;-12.593;5.3;Monrovia;None
2018-01-23T23:06:27.258000+00:00;45.443;6.33;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-23T20:47:10.264000+00:00;43.024;-0.21;1.5;Lourdes;earthquake
2018-01-23T18:42:55.122000+00:00;44.387;6.779;0.7;Digne-les-Bains;earthquake
2018-01-23T17:38:35.089000+00:00;-2.765;130.303;5.1;Manado;None
2018-01-23T17:36:23.649000+00:00;45.426;6.34;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-23T17:26:53.627000+00:00;42.598;0.586;1.5;Barbastro;earthquake
2018-01-23T15:53:59.065000+00:00;47.427;6.823;1.9;Montbéliard;quarry blast
2018-01-23T15:50:08.339000+00:00;45.447;6.257;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-23T15:41:17.314000+00:00;45.647;4.047;2.0;Montbrison;earthquake
2018-01-23T15:01:35.250000+00:00;45.408;6.358;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-23T15:01:12.382000+00:00;45.419;6.34;1.0;Saint-Jean-de-Maurienne;earthquake
2018-01-23T14:59:40.226000+00:00;45.454;6.238;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-23T13:22:03.818000+00:00;45.443;6.309;1.7;Saint-Jean-de-Maurienne;earthquake
2018-01-23T12:20:40.827000+00:00;47.985;8.939;2.0;Tuttlingen;quarry blast
2018-01-23T12:19:32.404000+00:00;56.002;-149.83;5.1;Anchorage;None
2018-01-23T12:14:34.050000+00:00;45.439;6.314;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-23T11:46:58.716000+00:00;56.574;-149.153;5.4;Anchorage;None
2018-01-23T11:37:44.509000+00:00;55.638;-150.624;5.1;Anchorage;None
2018-01-23T11:10:27.063000+00:00;43.258;6.412;2.8;Cogolin;quarry blast
2018-01-23T09:31:41.967000+00:00;56.079;-149.141;7.1;Anchorage;earthquake
2018-01-23T09:24:39.201000+00:00;43.036;5.947;2.5;Toulon;explosion
2018-01-23T09:07:23.821000+00:00;45.598;3.376;2.0;"Cournon-d&#39;Auvergne";quarry blast
2018-01-23T08:47:26.968000+00:00;44.45;6.67;1.7;Gap;earthquake
2018-01-23T08:21:05.879000+00:00;44.284;7.46;1.5;Cuneo;quarry blast
2018-01-23T07:15:28.806000+00:00;47.159;7.254;2.0;Biel;quarry blast
2018-01-23T06:34:49.432000+00:00;-6.639;106.247;6.0;Bogor;None
2018-01-23T05:27:16.074000+00:00;45.437;6.31;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-23T05:19:46.331000+00:00;45.443;6.294;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-23T05:09:16.026000+00:00;45.442;6.286;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-23T04:11:08.356000+00:00;45.419;6.339;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-23T04:08:31.486000+00:00;45.444;6.272;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-23T02:52:53.660000+00:00;44.45;6.7;1.3;Gap;earthquake
2018-01-23T00:46:12.035000+00:00;46.466;7.105;2.2;Le Châtelard;earthquake
2018-01-23T00:35:04.007000+00:00;50.081;7.904;2.2;Bingen am Rhein;earthquake
2018-01-22T23:46:23.835000+00:00;43.91;7.019;0.6;Vence;earthquake
2018-01-22T23:42:26.292000+00:00;44.344;6.794;0.9;Digne-les-Bains;earthquake
2018-01-22T23:38:20.218000+00:00;44.46;6.695;1.4;Gap;earthquake
2018-01-22T23:06:11.614000+00:00;49.375;8.285;2.0;Haßloch;earthquake
2018-01-22T22:04:51.791000+00:00;44.705;6.836;1.5;Briançon;earthquake
2018-01-22T21:28:13.207000+00:00;45.453;6.256;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-22T21:20:59.405000+00:00;44.183;6.727;1.5;Grasse;earthquake
2018-01-22T21:19:28.830000+00:00;45.443;6.326;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-22T21:18:27.062000+00:00;45.407;6.4;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-22T20:28:04.347000+00:00;44.453;6.657;0.9;Gap;earthquake
2018-01-22T20:13:52.418000+00:00;45.446;6.318;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-22T19:17:42.294000+00:00;44.455;7.254;1.1;Cuneo;earthquake
2018-01-22T19:10:39.246000+00:00;44.488;7.185;1.3;Busca;earthquake
2018-01-22T17:04:36.332000+00:00;45.454;6.293;1.1;Saint-Jean-de-Maurienne;earthquake
2018-01-22T14:42:46.559000+00:00;45.45;6.243;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-22T13:29:23.797000+00:00;43.004;-0.47;2.0;Pau;earthquake
2018-01-22T12:49:47.307000+00:00;48.868;8.59;2.2;Pforzheim;quarry blast
2018-01-22T12:46:10.022000+00:00;47.499;6.587;1.9;Montbéliard;quarry blast
2018-01-22T12:33:49.126000+00:00;45.459;6.268;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-22T12:01:23.212000+00:00;42.531;2.703;1.0;Ceret;quarry blast
2018-01-22T11:03:02.010000+00:00;48.502;7.151;1.7;Obernai;quarry blast
2018-01-22T10:54:44.957000+00:00;48.772;10.09;2.4;Aalen;quarry blast
2018-01-22T10:52:54.234000+00:00;45.565;3.192;2.3;"Cournon-d&#39;Auvergne";quarry blast
2018-01-22T10:21:44.708000+00:00;42.205;2.317;2.0;Vic;quarry blast
2018-01-22T10:09:10.611000+00:00;45.448;6.275;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-22T09:22:25.461000+00:00;45.427;6.328;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-22T08:54:22.392000+00:00;45.412;6.391;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-22T07:58:42.800000+00:00;48.414;8.692;1.6;Horb am Neckar;quarry blast
2018-01-22T07:37:59.555000+00:00;18.135;96.239;5.0;Bago;None
2018-01-22T07:36:00.613000+00:00;50.025;7.91;2.8;Bingen am Rhein;earthquake
2018-01-22T06:01:18.363000+00:00;43.047;-0.198;1.9;Lourdes;earthquake
2018-01-22T05:55:23.011000+00:00;45.409;6.389;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-22T04:09:44.001000+00:00;43.108;-1.045;1.9;Oloron-Sainte-Marie;earthquake
2018-01-22T02:46:54.021000+00:00;44.713;6.8;1.3;Briançon;earthquake
2018-01-22T02:20:58.002000+00:00;45.443;6.31;1.8;Saint-Jean-de-Maurienne;earthquake
2018-01-22T02:08:23.161000+00:00;46.299;8.163;2.2;Domodossola;earthquake
2018-01-22T01:22:26.009000+00:00;45.41;6.401;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-22T01:19:55.498000+00:00;45.448;6.293;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-22T01:18:15.587000+00:00;45.423;6.344;1.9;Saint-Jean-de-Maurienne;earthquake
2018-01-22T00:53:38.432000+00:00;-10.813;-73.544;5.0;Huancayo;None
2018-01-22T00:53:19.549000+00:00;-9.87;-74.937;4.9;Pucallpa;None
2018-01-21T23:54:51.113000+00:00;51.553;6.898;3.0;Essen;earthquake
2018-01-21T23:07:20.970000+00:00;45.423;6.361;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-21T22:34:34.637000+00:00;44.396;7.311;1.6;Cuneo;earthquake
2018-01-21T21:54:20.637000+00:00;43.317;8.106;2.4;San Remo;earthquake
2018-01-21T21:31:24.689000+00:00;48.889;8.225;1.6;Rastatt;earthquake
2018-01-21T21:14:50.968000+00:00;48.893;8.222;1.9;Rastatt;earthquake
2018-01-21T19:06:04.059000+00:00;11.906;-86.586;4.8;Managua;None
2018-01-21T19:02:08.426000+00:00;45.403;6.364;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-21T17:51:45.629000+00:00;7.303;-72.598;4.6;Floridablanca;None
2018-01-21T17:38:41.663000+00:00;43.039;-0.229;1.8;Lourdes;earthquake
2018-01-21T17:20:48.633000+00:00;42.89;-1.672;2.5;Pamplona;earthquake
2018-01-21T17:04:18.551000+00:00;30.236;-114.079;4.3;Heroica Caborca;None
2018-01-21T17:03:07.806000+00:00;45.447;6.285;1.0;Saint-Jean-de-Maurienne;earthquake
2018-01-21T16:53:58.723000+00:00;46.027;6.918;1.2;Sallanches;earthquake
2018-01-21T16:41:18.298000+00:00;45.41;6.364;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-21T16:00:33.816000+00:00;44.459;6.69;1.6;Gap;earthquake
2018-01-21T15:36:50.060000+00:00;44.126;7.148;1.2;Borgo San Dalmazzo;earthquake
2018-01-21T13:18:05.384000+00:00;45.467;6.279;1.0;Saint-Jean-de-Maurienne;earthquake
2018-01-21T10:35:23.909000+00:00;45.457;6.272;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-21T08:13:08.948000+00:00;42.311;2.17;1.8;Olot;earthquake
2018-01-21T07:26:29.182000+00:00;47.561;7.618;1.4;Basel;earthquake
2018-01-21T07:08:10.696000+00:00;45.394;6.42;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-21T05:24:21.918000+00:00;45.462;6.224;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-21T03:53:58.064000+00:00;45.447;6.183;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-21T02:42:28.504000+00:00;44.451;6.672;1.4;Gap;earthquake
2018-01-21T02:31:10.411000+00:00;43.021;-0.247;1.0;Lourdes;earthquake
2018-01-21T01:54:54.807000+00:00;61.564;-178.053;4.7;Anadyr’;None
2018-01-21T00:24:55.912000+00:00;45.405;6.371;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-20T22:10:53.615000+00:00;-7.12;127.682;5.2;Ambon;None
2018-01-20T22:08:33.463000+00:00;43.468;-0.611;1.9;Pau;earthquake
2018-01-20T19:55:58.056000+00:00;16.714;120.387;5.2;San Fernando;None
2018-01-20T16:14:14.181000+00:00;45.451;6.271;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-20T15:28:51.044000+00:00;45.453;6.262;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-20T15:14:39.928000+00:00;45.462;6.246;1.0;Saint-Jean-de-Maurienne;earthquake
2018-01-20T14:27:12.011000+00:00;45.421;6.344;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-20T14:19:41.537000+00:00;48.358;-2.927;3.1;Saint-Brieuc;earthquake
2018-01-20T14:14:07.918000+00:00;45.418;6.378;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-20T14:12:21.646000+00:00;45.42;6.353;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-20T13:50:48.864000+00:00;43.671;87.317;5.3;Urunchi;None
2018-01-20T11:36:24.096000+00:00;45.47;6.241;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-20T11:31:13.228000+00:00;-28.909;-71.524;5.0;Coquimbo;None
2018-01-20T10:24:39.456000+00:00;45.46;6.289;1.1;Saint-Jean-de-Maurienne;earthquake
2018-01-20T08:23:12.115000+00:00;45.404;6.405;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-20T08:07:20.882000+00:00;45.428;6.341;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-20T04:38:23.728000+00:00;45.412;6.388;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-20T04:15:23.903000+00:00;43.063;-0.374;1.9;Pau;earthquake
2018-01-20T03:46:53.215000+00:00;41.865;2.66;2.1;Girona;earthquake
2018-01-20T01:49:07.275000+00:00;41.903;2.651;2.1;Girona;earthquake
2018-01-20T01:14:37.163000+00:00;26.982;89.295;5.0;Jaigaon;None
2018-01-19T23:36:41.506000+00:00;45.408;6.403;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-19T23:20:30.845000+00:00;45.405;6.395;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-19T22:18:00.020000+00:00;34.132;45.853;5.0;Kahrīz;None
2018-01-19T22:09:59.004000+00:00;44.384;7.191;0.7;Cuneo;earthquake
2018-01-19T18:45:19.656000+00:00;45.403;6.39;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-19T17:39:38.838000+00:00;46.414;13.625;4.4;Villach;earthquake
2018-01-19T16:48:35.146000+00:00;26.613;-110.562;4.2;Ciudad Obregón;None
2018-01-19T16:17:46.726000+00:00;26.669;-110.848;5.6;Ciudad Obregón;None
2018-01-19T15:10:22.451000+00:00;43.056;-0.01;1.8;Tarbes;earthquake
2018-01-19T14:43:30.793000+00:00;45.21;5.522;2.0;Fontaine;quarry blast
2018-01-19T12:02:38.918000+00:00;44.472;6.684;1.7;Gap;earthquake
2018-01-19T11:07:05.465000+00:00;43.678;6.982;1.9;Grasse;quarry blast
2018-01-19T10:19:12.384000+00:00;48.292;5.158;2.2;Saint-Dizier;quarry blast
2018-01-19T08:01:07.512000+00:00;43.042;-0.394;1.7;Lourdes;earthquake
